km,bed,stage_fit,A,W_top,W_eq,hma,W_top_5,W_top_10,W_top_20
143.7,291.6,7.0,602,104,86,0,96,120,160
143.8,291.0,7.0,622,112,88,0,96,128,152
143.9,290.5,7.0,566,112,80,0,96,136,168
144.0,290.0,7.1,696,120,99,0,104,136,176
144.1,289.4,7.1,650,136,92,0,120,144,208
144.2,288.5,7.1,735,144,104,0,128,160,240
144.3,288.0,7.1,575,112,81,0,96,128,200
144.4,287.5,7.1,544,88,77,0,88,104,176
144.5,287.0,7.1,580,104,82,0,88,112,168
144.6,286.0,7.1,494,120,70,0,88,136,248
144.7,285.5,7.1,543,104,76,0,88,112,152
144.8,285.0,7.1,534,104,75,0,96,112,160
144.9,284.0,7.1,385,80,54,0,72,96,144
145.0,287.2,7.1,380,80,53,0,64,96,136
145.1,290.9,7.1,365,80,51,0,64,96,160
145.2,291.6,7.2,505,112,70,0,88,136,232
145.3,292.1,7.2,389,88,54,0,72,112,200
145.4,292.9,7.2,400,88,56,0,72,104,168
145.5,290.5,7.2,408,88,57,0,72,104,136
145.6,289.8,7.2,210,56,29,0,40,72,104
145.7,296.9,7.2,344,80,48,0,56,96,128
145.8,295.2,7.2,208,48,29,0,40,64,96
145.9,296.3,7.2,343,72,48,0,64,88,112
146.0,287.4,7.2,246,64,34,0,48,80,112
146.1,283.4,7.2,336,80,46,0,64,96,128
146.2,284.7,7.2,358,72,49,0,56,88,120
146.3,277.2,7.3,279,56,38,0,48,64,96
146.4,288.7,7.3,327,72,45,0,64,80,120
146.5,285.0,7.3,301,64,41,0,48,64,104
146.6,285.8,7.3,258,56,35,0,48,64,104
146.7,280.6,7.3,308,64,42,0,56,72,112
146.8,282.8,7.3,328,72,45,0,56,80,120
146.9,281.4,7.3,332,64,45,0,56,72,104
147.0,277.8,7.3,273,64,37,0,48,72,104
147.1,278.0,7.3,315,64,43,0,48,72,112
147.2,282.0,7.3,324,72,44,0,56,80,112
147.3,287.9,7.3,333,72,45,0,56,88,112
147.4,283.7,7.4,224,56,30,0,40,64,96
147.5,289.1,7.4,260,64,35,0,48,64,96
147.6,280.7,7.4,329,64,45,0,48,72,104
147.7,282.9,7.4,483,96,65,0,80,104,136
147.8,286.0,7.4,387,88,52,0,72,184,216
147.9,272.5,7.4,894,168,121,0,152,176,208
148.0,269.5,7.4,479,112,65,0,80,120,184
148.1,270.4,7.4,493,96,67,0,88,104,144
148.2,271.8,7.4,437,88,59,0,72,96,136
148.3,276.0,7.4,360,64,48,0,56,80,128
148.4,266.5,7.4,60,8,8,0,8,8,88
148.5,284.6,7.4,414,80,56,0,64,96,128
148.6,283.5,7.5,393,80,53,0,64,88,128
148.7,283.3,7.5,354,72,47,0,56,88,152
148.8,281.6,7.5,412,88,55,0,72,104,144
148.9,280.7,7.5,412,88,55,0,72,104,168
149.0,278.2,7.5,427,96,57,0,72,112,160
149.1,272.7,7.5,403,72,54,0,64,88,136
149.2,277.7,7.5,459,96,61,0,72,120,176
149.3,267.7,7.5,402,80,53,0,64,96,136
149.4,278.6,7.5,452,88,60,0,72,104,144
149.5,290.8,7.5,380,72,50,0,56,88,152
149.6,288.4,7.5,405,80,54,0,64,96,136
149.7,290.3,7.6,526,96,70,0,80,112,144
149.8,288.9,7.6,347,64,46,0,56,80,112
149.9,289.1,7.6,406,80,54,0,64,96,128
150.0,285.4,7.6,498,104,66,0,80,112,152
150.1,289.6,7.6,548,96,72,0,80,112,144
150.2,289.1,7.6,564,112,74,0,96,128,168
150.3,279.2,7.6,301,72,40,0,56,80,120
150.4,271.3,7.6,309,64,41,0,48,80,128
150.5,270.1,7.6,482,88,63,0,72,104,160
150.6,268.8,7.6,718,136,94,0,112,152,200
150.7,267.3,7.6,586,120,77,0,96,136,232
150.8,268.7,7.6,462,104,60,0,80,120,216
150.9,272.2,7.7,538,112,70,0,88,120,224
151.0,268.5,7.7,517,96,67,0,80,120,192
151.1,267.0,7.7,417,80,54,0,64,96,144
151.2,270.7,7.7,353,72,46,0,56,80,136
151.3,267.4,7.7,340,64,44,0,48,72,104
151.4,272.4,7.7,339,64,44,0,56,80,120
151.5,275.3,7.7,480,96,62,0,80,104,144
151.6,272.5,7.7,330,64,43,0,48,80,112
151.7,266.0,7.7,337,64,44,0,48,72,104
151.8,263.4,7.7,328,72,42,0,56,72,120
151.9,262.8,7.7,320,64,41,0,48,72,104
152.0,261.9,7.8,321,72,41,0,56,72,104
152.1,261.7,7.8,335,64,43,0,48,72,104
152.2,259.2,7.8,311,64,40,0,48,80,120
152.3,262.7,7.8,432,80,56,0,64,96,144
152.4,261.7,7.8,339,64,43,0,56,80,120
152.5,275.3,7.8,290,56,37,0,48,72,112
152.6,274.4,7.8,394,72,50,0,56,80,120
152.7,273.6,7.8,371,80,47,0,64,80,112
152.8,271.0,7.8,385,64,49,0,56,80,112
152.9,269.4,7.8,433,80,55,0,64,88,128
153.0,267.6,7.8,540,88,69,0,80,104,144
153.1,259.8,7.9,402,88,51,0,64,104,152
153.2,254.9,7.9,396,80,50,0,64,96,136
153.3,255.6,7.9,560,104,71,0,88,120,152
153.4,262.6,7.9,516,96,66,0,80,104,152
153.5,263.3,7.9,416,80,53,0,64,88,128
153.6,262.4,7.9,374,64,47,0,56,72,104
153.7,265.6,7.9,367,72,46,0,56,80,120
153.8,266.9,7.9,811,176,103,0,136,200,280
153.9,261.5,7.9,1031,176,130,0,152,192,264
154.0,263.6,7.9,1032,176,130,0,160,192,248
154.1,259.6,7.9,783,152,99,0,112,160,216
154.2,259.0,7.9,661,128,83,0,104,152,184
154.3,258.5,8.0,811,136,102,0,120,152,192
154.4,258.5,8.0,841,136,106,0,120,152,208
154.5,258.0,8.0,877,136,110,0,120,152,224
154.6,258.0,8.0,962,152,120,0,128,160,216
154.7,257.5,8.0,751,120,94,0,104,128,176
154.8,257.5,8.0,622,120,78,0,88,136,184
154.9,257.0,8.0,616,112,77,0,88,128,168
155.0,257.0,8.0,698,112,87,0,96,120,176
155.1,256.5,8.0,710,112,89,0,104,128,176
155.2,256.0,8.0,677,120,85,0,96,128,200
155.3,255.5,8.0,819,128,102,0,112,136,216
155.4,255.0,8.0,531,88,66,0,80,104,152
155.5,254.7,8.0,902,136,113,0,120,144,176
155.6,254.5,8.0,1060,152,133,0,152,160,192
155.7,254.5,8.0,1073,160,134,0,152,168,200
155.8,254.5,8.0,1197,176,150,0,176,192,216
155.9,254.5,8.0,1086,168,136,0,152,176,224
156.0,254.5,8.0,1150,184,144,0,160,192,344
156.1,254.5,8.0,1300,200,162,0,176,216,336
156.2,254.5,8.1,1604,232,199,0,216,240,360
156.3,254.5,8.1,1383,216,170,0,192,224,320
156.4,254.5,8.2,784,128,96,0,104,136,224
156.5,254.0,8.2,710,112,87,0,96,128,216
156.6,254.0,8.2,824,120,100,0,104,136,224
156.7,254.0,8.3,961,152,116,0,128,160,224
156.8,254.0,8.3,1088,176,131,0,144,192,248
156.9,254.0,8.4,1834,240,220,0,232,240,320
157.0,254.0,8.4,1841,248,219,0,224,256,432
157.1,254.0,8.4,1489,272,177,0,168,328,456
157.2,253.5,8.5,1464,208,173,0,184,224,496
157.3,252.5,8.5,2703,432,318,0,344,456,648
157.4,251.9,8.5,2335,368,273,0,344,376,592
157.5,250.8,8.6,2063,384,240,0,208,392,472
157.6,250.0,8.6,1658,384,192,0,120,384,440
157.7,249.5,8.7,1600,392,185,0,120,400,448
157.8,249.5,8.7,1880,400,216,0,144,408,448
157.9,249.0,8.7,1903,368,218,0,168,376,424
158.0,248.7,8.8,1785,328,203,0,144,336,368
158.1,248.5,8.8,1628,280,185,0,248,288,344
158.2,248.0,8.9,1514,248,171,0,192,256,304
158.3,247.9,8.9,1421,224,160,0,168,224,256
158.4,247.5,8.9,1228,184,137,0,144,192,224
158.5,247.0,9.0,1345,192,150,0,168,200,240
158.6,247.0,9.0,1336,200,148,0,168,200,240
158.7,246.5,9.1,1427,208,158,0,168,208,344
158.8,246.0,9.1,1525,208,168,0,176,224,376
158.9,246.0,9.1,1786,264,196,0,216,272,360
159.0,245.5,9.2,1644,288,179,0,160,288,344
159.1,245.0,9.2,1620,264,176,0,168,264,304
159.2,244.9,9.2,1526,216,165,0,168,224,312
159.3,244.5,9.3,1376,208,148,0,160,216,280
159.4,244.1,9.3,1133,192,122,0,136,192,264
159.5,244.0,9.4,1184,200,126,0,144,200,256
159.6,243.5,9.4,995,128,106,0,112,128,184
159.7,243.5,9.5,1060,152,112,0,120,152,184
159.8,243.0,9.5,1041,144,110,0,112,144,184
159.9,243.1,9.5,765,112,81,0,96,120,168
160.0,243.0,9.4,820,112,87,0,96,120,152
160.1,242.5,9.4,857,120,91,0,96,120,168
160.2,242.5,9.4,899,120,96,0,104,120,176
160.3,242.0,9.4,1050,128,112,0,112,128,216
160.4,242.0,9.7,1022,136,105,0,112,136,192
160.5,242.0,9.7,1080,160,111,0,112,160,216
160.6,241.5,10.5,1432,184,136,0,136,176,256
160.7,241.5,10.0,1343,168,134,0,136,168,232
160.8,241.5,10.0,1360,160,136,0,144,160,216
160.9,241.0,10.0,1154,144,115,0,120,144,176
161.0,241.0,10.0,966,128,97,0,104,128,176
161.1,240.5,10.0,943,120,94,0,104,120,160
161.2,240.5,11.0,978,120,89,0,88,120,176
161.3,240.5,11.0,1089,128,99,0,104,120,168
161.4,240.0,11.0,808,96,73,0,72,96,144
161.5,240.1,10.5,653,104,62,0,56,104,192
161.6,239.9,10.5,778,104,74,0,80,104,224
161.7,239.5,10.5,796,112,76,0,72,104,176
161.8,239.5,10.5,860,104,82,0,88,104,168
161.9,239.0,10.5,899,120,86,0,88,112,168
162.0,239.0,10.5,1047,144,100,0,104,144,208
162.1,239.0,11.5,987,120,86,0,88,104,160
162.2,238.5,11.5,1160,128,101,0,104,120,168
162.3,238.5,11.5,1265,144,110,0,112,128,168
162.4,238.1,11.5,1233,144,107,0,112,136,184
162.5,238.0,11.3,1060,128,94,0,96,120,176
162.6,238.0,11.3,1084,120,96,0,96,120,160
162.7,237.5,12.0,848,104,71,0,64,96,136
162.8,237.5,12.0,890,104,74,0,72,96,128
162.9,237.5,12.0,851,96,71,0,64,80,112
163.0,237.1,12.0,587,72,49,0,48,64,88
163.1,237.0,12.8,525,64,41,0,40,56,80
163.2,236.6,12.0,502,64,42,0,40,56,80
163.3,236.5,11.3,516,56,46,0,40,56,80
163.4,236.7,11.3,311,56,28,0,24,40,72
163.5,236.0,12.6,689,72,55,0,56,64,80
163.6,255.0,12.7,559,72,44,0,40,56,88
163.7,252.1,12.7,654,72,51,0,48,72,96
163.8,251.0,12.8,595,72,46,0,40,64,96
163.9,251.7,12.9,602,72,47,0,40,64,96
164.0,247.0,13.0,796,96,61,0,56,80,128
164.1,236.5,13.0,621,72,48,0,48,64,96
164.2,235.7,13.1,633,72,48,0,48,64,88
164.3,236.9,13.2,762,96,58,0,56,80,128
164.4,252.4,13.3,941,104,71,0,64,88,128
164.5,263.0,13.3,830,96,62,0,56,88,120
164.6,273.6,13.4,917,112,68,0,64,96,128
164.7,242.7,13.5,669,80,50,0,40,64,104
164.8,233.5,13.6,1303,112,96,0,96,104,128
164.9,233.5,13.6,990,96,73,0,72,80,120
165.0,233.4,13.7,773,72,56,0,56,64,88
165.1,233.0,13.6,805,80,59,0,56,64,96
165.2,233.0,13.5,740,72,55,0,56,64,80
165.3,232.5,13.4,770,80,57,0,48,72,96
165.4,232.5,13.4,883,88,66,0,64,80,104
165.5,232.5,13.3,790,80,60,0,48,64,96
165.6,232.0,13.2,771,88,58,0,56,72,104
165.7,232.0,13.1,763,80,58,0,48,72,96
165.8,231.5,13.0,757,80,58,0,56,72,96
165.9,231.6,12.9,810,88,63,0,64,80,104
166.0,231.1,12.9,803,80,62,0,56,80,104
166.1,231.0,12.8,1010,96,79,0,80,96,112
166.2,230.5,12.7,836,96,66,0,64,80,120
166.3,230.0,12.6,757,80,60,0,56,80,104
166.4,229.6,12.6,663,72,53,0,48,72,96
166.5,229.3,12.6,681,72,54,0,48,72,104
166.6,229.0,12.6,637,72,51,0,48,64,96
166.7,228.8,12.6,788,88,63,0,56,80,112
166.8,228.0,12.6,1498,152,119,0,120,144,200
166.9,228.0,12.6,2033,200,161,0,160,192,416
167.0,228.0,12.6,1580,160,125,0,120,144,184
167.1,228.1,12.7,1151,128,91,0,88,112,176
167.2,226.1,12.7,1017,120,80,0,72,104,152
167.3,231.4,12.8,825,112,65,0,56,88,144
167.4,235.3,12.8,1032,120,81,0,72,104,160
167.5,226.0,12.9,1082,120,84,0,88,104,144
167.6,230.6,12.9,998,112,77,0,72,104,136
167.7,235.5,12.9,1034,128,80,0,72,112,152
167.8,232.5,13.0,717,96,55,0,48,80,136
167.9,265.0,13.0,1384,160,106,0,104,136,192
168.0,261.6,13.1,841,112,64,0,56,88,168
168.1,260.8,13.1,790,96,60,0,48,80,152
168.2,265.2,13.2,840,104,64,0,48,88,152
168.3,276.1,13.2,1998,200,151,0,152,184,232
168.4,277.5,13.2,989,112,75,0,64,104,144
168.5,280.9,13.3,851,104,64,0,56,88,128
168.6,280.8,13.3,821,104,62,0,48,88,144
168.7,280.6,13.4,949,120,71,0,64,96,160
168.8,279.1,13.4,903,112,67,0,56,88,160
168.9,278.0,13.5,886,104,66,0,64,88,128
169.0,272.1,13.5,902,104,67,0,56,88,128
169.1,244.8,13.6,802,88,59,0,56,72,112
169.2,223.9,13.6,670,72,49,0,48,64,88
169.3,227.0,13.6,1064,112,78,0,72,96,136
169.4,226.5,13.7,1077,104,79,0,72,96,136
169.5,226.3,13.7,1207,112,88,0,80,104,128
169.6,226.0,13.8,1387,120,101,0,96,112,136
169.7,225.5,13.8,1061,104,77,0,72,88,112
169.8,225.1,13.9,1156,112,83,0,80,96,128
169.9,225.0,13.9,1211,112,87,0,80,96,128
170.0,224.5,13.9,1335,120,96,0,88,104,136
170.1,224.0,14.0,1369,128,98,0,88,112,152
170.2,224.0,14.0,1567,152,112,0,104,136,168
170.3,223.5,14.1,1577,144,112,0,96,128,168
170.4,223.0,14.1,1467,136,104,0,88,120,152
170.5,223.0,14.2,1371,128,97,0,96,112,152
170.6,222.5,14.2,1400,136,99,0,88,112,160
170.7,222.0,14.2,1441,136,101,0,96,120,160
170.8,221.7,14.3,1825,152,128,0,120,144,184
170.9,221.5,14.3,1859,160,130,0,120,144,176
171.0,221.0,14.4,1467,128,102,0,104,112,152
171.1,220.5,14.4,1417,128,98,0,88,112,152
171.2,220.5,14.5,1449,136,100,0,88,112,152
171.3,220.0,14.5,1742,160,120,0,112,144,184
171.4,220.0,14.5,1518,144,104,0,96,120,168
171.5,220.0,14.6,1424,128,98,0,88,112,152
171.6,220.0,14.6,1233,112,84,0,80,96,128
171.7,220.0,14.7,1187,112,81,0,72,96,128
171.8,219.7,14.7,1241,104,84,0,80,96,120
171.9,219.5,14.8,1052,104,71,0,64,88,120
172.0,219.5,14.8,1143,112,77,0,64,96,128
172.1,219.5,14.9,1237,104,83,0,80,96,120
172.2,219.5,14.9,916,96,61,0,48,72,112
172.3,219.5,14.9,1246,112,83,0,72,96,128
172.4,219.5,15.0,1371,120,92,0,80,96,136
172.5,219.5,15.0,1473,136,98,0,88,112,152
172.6,219.5,15.1,1412,120,94,0,80,104,136
172.7,219.5,15.1,1291,136,85,0,72,104,160
172.8,219.0,15.2,1475,136,97,0,88,120,160
172.9,219.0,15.2,1582,144,104,0,88,112,168
173.0,219.0,15.2,1197,120,79,0,64,96,144
173.1,219.0,15.3,1338,104,88,0,80,104,120
173.2,219.0,15.3,1845,128,120,0,112,128,128
173.3,219.0,15.4,1204,96,78,0,72,88,104
173.4,220.0,15.4,982,96,64,0,56,80,112
173.5,217.1,15.5,808,88,52,0,40,72,104
173.6,231.6,15.5,762,80,49,0,48,64,88
173.7,242.1,14.5,929,96,64,0,64,80,120
173.8,233.4,14.5,769,88,53,0,40,72,288
173.9,234.8,14.5,715,80,49,0,48,64,104
174.0,233.3,14.5,785,80,54,0,48,72,112
174.1,227.9,13.5,688,80,51,0,40,72,96
174.2,234.5,13.5,1076,112,80,0,80,96,128
174.3,232.7,13.5,740,80,55,0,48,72,112
174.4,233.6,13.5,691,80,51,0,48,72,96
174.5,228.0,13.5,954,112,71,0,64,96,136
174.6,227.0,13.5,1063,128,79,0,72,104,160
174.7,224.5,13.4,1223,128,91,0,88,120,168
174.8,214.3,13.4,788,96,59,0,48,80,120
174.9,216.0,13.3,916,104,69,0,56,88,144
175.0,216.0,13.2,1217,120,92,0,80,104,136
175.1,215.5,13.1,1195,128,91,0,88,112,152
175.2,215.5,13.1,1133,112,87,0,80,104,136
175.3,215.2,13.0,791,88,61,0,56,80,112
175.4,215.0,12.9,715,80,55,0,48,64,104
175.5,214.6,12.8,1098,120,86,0,88,104,144
175.6,214.5,12.8,1311,128,103,0,96,120,152
175.7,214.4,12.7,1012,104,80,0,72,104,120
175.8,214.0,12.6,1081,112,86,0,80,112,136
175.9,213.6,12.5,1699,168,136,0,136,160,192
176.0,213.5,12.5,1925,184,154,0,144,168,208
176.1,213.4,12.4,1714,160,138,0,136,152,200
176.2,213.0,12.3,1131,136,92,0,88,112,184
176.3,213.0,12.2,1143,120,93,0,88,120,176
176.4,212.5,12.2,1054,120,87,0,88,112,168
176.5,212.5,12.1,1180,128,98,0,96,120,184
176.6,200.4,12.0,162,24,13,0,8,16,128
176.7,199.3,11.9,240,24,20,0,24,24,120
176.8,193.9,11.9,196,24,17,0,16,24,88
176.9,194.9,11.8,194,24,16,0,16,24,88
177.0,212.0,11.7,1351,160,115,0,112,144,224
177.1,212.0,11.6,1719,216,148,0,120,208,240
177.2,212.0,11.6,1104,112,95,0,88,104,136
177.3,212.0,11.5,1244,128,108,0,104,128,152
177.4,212.0,11.4,1192,120,104,0,104,120,152
177.5,212.0,11.3,1234,144,109,0,112,136,168
177.6,211.4,11.3,1107,128,98,0,96,120,144
177.7,210.5,11.2,1092,120,97,0,96,112,144
177.8,209.5,11.2,1062,120,95,0,88,112,144
177.9,209.0,11.2,1075,128,96,0,104,120,152
178.0,208.8,11.2,839,104,75,0,72,104,136
178.1,208.5,11.2,916,104,82,0,80,96,128
178.2,208.5,11.2,1127,120,101,0,104,120,136
178.3,208.0,11.2,1252,136,112,0,112,120,160
178.4,208.0,11.2,894,112,80,0,80,112,152
178.5,207.5,11.2,909,120,81,0,80,112,160
178.6,207.5,11.2,956,128,85,0,88,112,160
178.7,207.0,11.2,816,112,73,0,72,96,160
178.8,207.0,11.4,927,120,81,0,72,104,160
178.9,206.5,11.4,1097,128,96,0,96,120,160
179.0,206.5,11.2,1105,120,99,0,96,120,144
179.1,206.0,11.2,1199,128,107,0,104,120,144
179.2,206.0,11.2,1012,112,90,0,88,112,136
179.3,206.0,11.2,943,104,84,0,88,104,136
179.4,205.5,11.2,1005,112,90,0,88,112,136
179.5,205.5,10.5,876,104,83,0,80,104,136
179.6,205.5,10.5,813,88,77,0,80,88,112
179.7,205.5,10.5,619,88,59,0,56,88,104
179.8,206.0,10.5,572,72,54,0,64,72,96
179.9,205.0,10.5,566,72,54,0,48,72,88
180.0,205.0,10.5,507,64,48,0,48,64,88
180.1,205.0,10.5,536,64,51,0,48,64,96
180.2,205.0,10.5,963,112,92,0,88,112,128
180.3,205.0,10.5,1630,176,155,0,160,176,200
180.4,204.8,10.5,994,104,95,0,96,104,128
180.5,204.5,10.5,780,88,74,0,72,88,104
180.6,204.5,10.5,794,96,76,0,72,96,112
180.7,204.5,10.5,715,80,68,0,64,80,104
180.8,188.2,10.5,388,56,37,0,40,56,64
180.9,186.4,10.5,167,24,16,0,16,24,160
181.0,187.0,10.5,309,40,29,0,32,40,176
181.1,185.7,10.5,751,104,72,0,72,96,120
181.2,187.4,10.5,217,24,21,0,24,24,64
181.3,204.0,10.5,1009,112,96,0,96,112,128
181.4,203.8,10.5,785,88,75,0,72,88,112
181.5,203.5,10.5,746,80,71,0,72,80,96
181.6,203.5,10.5,743,80,71,0,72,80,96
181.7,203.5,10.5,633,80,60,0,64,80,104
181.8,203.5,10.5,742,88,71,0,72,88,120
181.9,203.0,10.5,750,88,71,0,72,88,112
182.0,203.0,10.5,1933,208,184,0,176,208,232
182.1,203.0,10.5,1456,160,139,0,144,160,184
182.2,203.0,10.5,1495,168,142,0,152,168,200
182.3,202.5,10.5,1502,168,143,0,144,168,200
182.4,202.5,10.5,1491,168,142,0,144,168,192
182.5,202.0,10.5,1409,168,134,0,144,168,216
182.6,202.0,10.5,1505,168,143,0,152,168,200
182.7,202.0,10.5,1632,184,155,0,160,176,208
182.8,201.5,10.5,1549,176,148,0,144,160,200
182.9,201.5,10.5,1714,184,163,0,168,184,216
183.0,201.3,10.5,1383,168,132,0,144,160,208
183.1,201.0,10.5,1350,168,129,0,128,160,200
183.2,201.0,10.5,1477,168,141,0,144,160,192
183.3,200.5,10.5,1136,144,108,0,104,144,200
183.4,200.5,10.5,1330,152,127,0,128,152,184
183.5,200.0,10.5,1751,184,167,0,168,184,216
183.6,200.0,10.5,1978,224,188,0,200,224,264
183.7,200.0,10.5,1839,216,175,0,176,216,256
183.8,199.5,10.5,1756,216,167,0,176,208,256
183.9,199.5,10.5,1608,200,153,0,160,200,248
184.0,199.0,10.5,1413,192,135,0,136,184,248
184.1,199.0,10.5,1399,176,133,0,136,168,216
184.2,199.0,10.5,1522,176,145,0,144,168,208
184.3,199.0,10.5,1464,176,139,0,144,176,232
184.4,198.5,10.5,1967,216,187,0,184,208,248
184.5,198.5,10.5,1769,200,168,0,176,200,248
184.6,198.5,10.5,1578,192,150,0,160,192,232
184.7,198.5,10.5,1733,208,165,0,176,208,232
184.8,198.5,10.5,1688,200,161,0,168,200,256
184.9,198.5,10.5,1333,168,127,0,128,168,208
185.0,198.5,10.5,1100,128,105,0,112,128,160
185.1,198.5,10.5,1071,120,102,0,104,120,152
185.2,198.5,10.5,1109,120,106,0,104,120,144
185.3,198.5,10.5,1296,152,123,0,128,144,176
185.4,198.5,10.5,1139,136,108,0,104,128,152
185.5,198.5,10.5,1303,144,124,0,120,144,160
185.6,198.5,10.5,1054,136,100,0,96,136,208
185.7,198.0,10.5,1005,120,96,0,96,120,160
185.8,200.8,10.5,886,128,84,0,88,128,168
185.9,199.3,10.5,747,128,71,0,64,128,184
186.0,205.3,10.5,941,120,90,0,88,120,160
186.1,198.7,10.5,596,88,57,0,56,88,128
186.2,198.5,10.5,760,104,72,0,72,96,136
186.3,199.2,10.5,711,104,68,0,72,104,136
186.4,195.7,10.5,905,128,86,0,96,128,160
186.5,197.4,10.5,855,104,81,0,80,104,136
186.6,197.4,10.5,891,112,85,0,80,112,136
186.7,197.4,10.5,939,120,89,0,88,112,152
186.8,198.2,10.5,834,120,79,0,80,120,168
186.9,199.9,10.5,1085,144,103,0,112,136,176
187.0,198.0,10.5,1003,128,95,0,104,128,176
187.1,197.7,10.5,1230,160,117,0,128,160,200
187.2,198.0,10.5,1729,192,165,0,168,192,264
187.3,198.0,10.5,1921,216,183,0,184,216,272
187.4,198.0,10.5,1792,208,171,0,176,200,272
187.5,198.0,10.5,1754,200,167,0,168,200,248
187.6,198.0,10.5,1870,208,178,0,176,208,264
187.7,197.5,10.5,1902,208,181,0,184,208,248
187.8,197.5,10.5,1971,224,188,0,192,216,272
187.9,197.5,10.5,1944,224,185,0,184,224,272
188.0,197.0,10.5,2051,224,195,0,200,216,264
188.1,197.0,10.5,2021,224,192,0,192,224,272
188.2,196.5,10.5,2238,248,213,0,208,248,304
188.3,196.0,10.5,2200,264,210,0,216,256,352
188.4,195.9,10.5,2289,256,218,0,224,256,328
188.5,195.4,10.5,2240,256,213,0,216,256,304
188.6,195.0,10.5,2113,248,201,0,208,240,288
188.7,194.5,10.5,1912,216,182,0,192,216,248
188.8,194.0,10.5,1676,192,160,0,160,184,216
188.9,194.0,10.5,1474,168,140,0,136,168,208
189.0,194.0,10.5,1306,160,124,0,128,160,200
189.1,194.0,10.5,1345,168,128,0,136,152,192
189.2,194.0,10.5,1483,168,141,0,144,168,216
189.3,193.5,10.5,1518,168,145,0,136,160,200
189.4,193.5,10.5,1536,168,146,0,144,168,200
189.5,193.5,10.5,1612,176,154,0,152,176,208
189.6,193.5,10.5,1556,168,148,0,144,168,208
189.7,193.5,10.5,1529,176,146,0,144,176,216
189.8,193.5,10.5,1713,192,163,0,168,192,232
189.9,193.5,10.5,1711,200,163,0,168,200,248
190.0,193.0,10.5,1752,200,167,0,160,200,248
190.1,193.0,10.5,1730,200,165,0,168,200,272
190.2,193.0,10.5,1702,200,162,0,160,200,296
190.3,193.0,10.5,1601,184,152,0,152,184,312
190.4,193.0,10.5,1579,192,150,0,152,184,320
190.5,192.5,10.5,1802,200,172,0,168,200,272
190.6,192.5,10.5,1991,208,190,0,192,208,248
190.7,192.4,10.5,1940,200,185,0,184,200,240
190.8,192.0,10.5,1908,208,182,0,184,208,256
190.9,192.0,10.5,2035,208,194,0,192,208,240
191.0,191.5,10.5,1890,208,180,0,176,208,248
191.1,191.5,10.5,1822,208,174,0,176,208,248
191.2,191.0,10.5,1817,200,173,0,176,200,256
191.3,191.0,10.5,1905,216,181,0,176,216,288
191.4,190.9,10.5,1964,232,187,0,192,224,312
191.5,190.5,10.5,1619,200,154,0,152,200,360
191.6,190.5,10.5,1454,200,139,0,136,184,320
191.7,190.0,10.5,1744,232,166,0,168,216,448
191.8,190.0,10.5,2133,240,203,0,208,232,640
191.9,190.0,10.5,2024,248,193,0,208,240,696
192.0,190.0,10.5,2082,256,198,0,216,248,712
192.1,190.0,10.5,1894,248,180,0,200,248,712
192.2,189.5,10.5,1971,248,188,0,184,248,712
192.3,189.5,10.5,2043,264,195,0,200,248,752
192.4,189.5,10.5,1890,248,180,0,184,240,1120
192.5,189.5,10.5,2319,320,221,0,224,320,744
192.6,189.5,10.5,2048,264,195,0,208,264,624
192.7,189.5,10.5,1984,248,189,0,200,240,544
192.8,189.5,10.5,2148,248,205,0,200,248,776
192.9,189.5,10.5,2288,264,218,0,216,248,824
193.0,189.4,10.5,2015,232,192,0,192,224,784
193.1,189.0,10.5,1890,224,180,0,184,224,456
193.2,189.0,10.5,2056,232,196,0,200,232,1008
193.3,189.0,10.5,1816,200,173,0,168,200,880
193.4,189.0,10.5,2088,224,199,0,208,216,1024
193.5,189.0,10.5,2232,232,213,0,208,224,1016
193.6,188.5,10.5,2141,224,204,0,200,224,1008
193.7,188.5,10.5,2278,240,217,0,208,240,1000
193.8,188.5,10.5,2510,272,239,0,232,272,984
193.9,188.0,10.5,3038,352,289,0,296,352,1008
194.0,188.0,10.5,3184,360,303,0,312,360,1000
194.1,188.0,10.5,3026,336,288,0,304,336,968
194.2,188.0,10.5,2740,352,261,0,280,344,960
194.3,187.8,10.5,1963,264,187,0,216,256,968
194.4,187.5,10.5,1891,216,180,0,176,200,968
194.5,187.5,10.5,1789,248,170,0,160,248,960
194.6,187.1,10.5,2566,336,244,0,256,328,896
194.7,187.0,10.5,3099,408,295,0,328,408,912
194.8,187.0,10.5,3565,448,340,0,400,448,952
194.9,186.5,10.5,3601,456,343,0,272,448,1000
195.0,186.5,10.5,3637,472,346,0,304,472,1080
195.1,186.5,10.5,3672,464,350,0,320,456,1120
195.2,186.0,10.5,2913,424,277,0,256,416,688
195.3,186.0,10.5,2870,424,273,0,232,416,784
195.4,186.0,10.5,3139,480,299,0,240,472,960
195.5,186.0,10.5,3625,512,345,0,272,512,1128
195.6,185.5,10.5,3640,560,347,0,296,552,1072
195.7,185.5,10.5,3050,488,291,0,240,488,952
195.8,185.5,10.5,2916,448,278,0,248,448,928
195.9,185.5,10.5,2628,456,250,0,248,448,912
196.0,185.5,10.5,2613,456,249,0,240,456,904
196.1,185.0,10.5,2385,424,227,0,208,424,904
